,名称,导演,演员,评分,年份,类型,电影时长,评价人数,语言,地区,演员颜值
16,夺宝奇兵2,史蒂文·斯皮尔伯格,"['哈里森·福特', '凯特·卡普肖', '关继威', '阿莫瑞什·普瑞', '罗珊·塞斯']",7.7,['1984'],"['动作', '冒险']",118,37886,英语, 美国,45.76666666666667
17,英雄本色3：夕阳之歌,徐克,"['周润发', '梅艳芳', '梁家辉', '张可颐', '时任三郎']",7.4,['1989'],"['动作', '战争']",120,31406,粤语, 中国香港,52.04333333333333
18,我要复仇,朴赞郁,"['宋康昊', '申河均', '裴斗娜', '韩宝贝', '林志恩']",7.9,['2002'],"['剧情', '惊悚', '犯罪']",129,48715,韩国手语, 韩国,55.48666666666667
19,小兵张嘎,崔嵬,"['安吉斯', '张莹', '葛存壮', '吴克勤', '王澍']",7.8,['1963'],"['剧情', '儿童', '战争']",101,29207,汉语普通话, 中国大陆,32.22
20,不可饶恕,金亨俊,"['薛景求', '韩惠珍', '柳昇范']",7.8,['2010'],['惊悚'],125,48855,韩语, 韩国,65.35000000000001
21,偶滴神啊,Umesh Shukla,"['阿克谢·库玛尔', '帕莱什·拉瓦尔', '米特胡恩·查克拉博蒂', '欧姆·普瑞', '康柯纳·森·沙尔玛']",8.4,['2012'],"['剧情', '喜剧']",125,49825,印地语, 印度,52.43333333333334
22,保持沉默,周可,"['周迅', '吴镇宇', '祖峰', '孙睿', '寇家瑞']",5.3,['2019'],"['剧情', '悬疑']",96,44130,汉语普通话, 中国大陆,51.93666666666667
23,血色将至,保罗·托马斯·安德森,"['丹尼尔·戴-刘易斯', '保罗·达诺', '凯文·J·奥康纳', '巴里·德尔·舍曼', '狄龙·弗雷泽尔']",8.3,['2007'],['剧情'],158,46644,英语, 美国,63.34666666666667
24,蒙娜丽莎的微笑,迈克·内威尔,"['朱莉娅·罗伯茨', '克斯汀·邓斯特', '朱丽娅·斯蒂尔斯', '玛吉·吉伦哈尔', '金妮弗·古德温']",7.8,['2003'],"['剧情', '爱情']",117,42677,英语, 美国,56.63
25,冰封：重生之门,罗永昌,"['甄子丹', '王宝强', '黄圣依', '任达华', '喻亢']",3.8,['2014'],"['喜剧', '动作', '奇幻']",91,34638,汉语普通话, 中国大陆,36.65333333333333
26,杀出个黎明,罗伯特·罗德里格兹,"['乔治·克鲁尼', '昆汀·塔伦蒂诺', '哈威·凯特尔', '朱丽叶特·刘易斯', '萨尔玛·海耶克']",7.5,['1996'],"['动作', '恐怖', '犯罪']",108,46098,英语, 美国,76.97333333333333
27,大师兄,阚家伟,"['甄子丹', '陈乔恩', '喻亢', '骆明劼', '汤君慈']",5.1,['2018'],"['喜剧', '动作']",100,30714,粤语, 中国大陆,72.62666666666667
28,念念,张艾嘉,"['梁洛施', '张孝全', '柯宇纶', '李心洁', '王识贤']",7.0,['2015'],"['剧情', '爱情', '家庭']",119,42822,汉语普通话, 中国香港,66.15
29,白夜行,朴信宇,"['孙艺珍', '韩石圭', '高修', '李珉廷', '朱多英']",6.9,['2009'],"['爱情', '悬疑']",135,47047,韩语, 韩国,62.19
30,小鬼当街,帕特里克·里德·约翰逊,"['亚当·罗伯特·沃顿', '雅各布·约瑟夫·沃顿', '乔·曼特纳', '拉腊·弗林·鲍尔', '乔·潘托里亚诺']",8.2,['1994'],"['喜剧', '冒险']",99,35431,英语, 美国,53.34
31,双子神偷,江道海,"['蔡卓妍', '钟欣潼', '洪金宝', '张茜', '吴京']",5.5,['2007'],"['喜剧', '动作']",99,27856,粤语, 中国香港,60.1
32,逃出生天,彭发,"['古天乐', '刘青云', '陈思诚', '李心洁', '李馨巧']",6.7,['2013'],"['剧情', '灾难']",107,40967,汉语普通话, 中国香港,54.79
33,鸣梁海战,金韩民,"['崔岷植', '柳承龙', '赵震雄', '晋久', '李贞贤']",7.1,['2014'],"['剧情', '动作', '传记', '战争']",109,43200,韩语, 韩国,51.199999999999996
34,斯隆女士,约翰·马登,"['杰西卡·查斯坦', '古古·姆巴塔-劳', '约翰·利思戈', '艾丽森·皮尔', '迈克尔·斯图巴']",8.8,['2016'],"['剧情', '悬疑']",132,51812,英语, 美国,61.16
35,危机13小时,迈克尔·贝,"['詹姆斯·戴尔', '约翰·卡拉辛斯基', '马克斯·马蒂尼', '多米尼克·福穆萨', '巴勃罗·施瑞博尔']",7.8,['2016'],"['剧情', '动作', '惊悚', '战争']",144,45395,英语, 美国,60.75333333333333
36,最遥远的距离,林靖杰,"['桂纶镁', '莫子仪', '贾孝国', '温升豪', '曾莉婷']",6.9,['2007'],"['剧情', '爱情']",110,39142,汉语普通话, 中国台湾,54.093333333333334
37,心慌方·零,厄尼·巴巴拉什,"['扎卡里·贝内特', 'David Huband', '史蒂芬·穆尔', 'Martin Roach', '特丽·霍克斯']",7.0,['2004'],"['剧情', '科幻', '恐怖']",97,42849,英语, 加拿大,58.31333333333333
38,马利和我,大卫·弗兰科尔,"['欧文·威尔逊', '詹妮弗·安妮斯顿', '埃里克·迪恩', '凯瑟琳·特纳', '艾伦·阿金']",7.9,['2008'],"['剧情', '喜剧', '爱情']",115,44664,英语, 美国,56.25
39,第一滴血2,乔治 P·科斯马图斯,"['西尔维斯特·史泰龙', '理查德·克里纳', '史蒂文·伯克夫', '查尔斯·纳佩尔', '朱莉娅·尼克森']",7.8,['1985'],"['动作', '惊悚', '冒险']",96,33654,英语, 美国,47.71666666666667
40,欢迎来到东莫村,朴光铉,"['申河均', '郑在咏', '姜惠贞', '林河龙', '柳德焕']",8.2,['2005'],"['剧情', '喜剧', '战争']",133,46110,英语, 韩国,56.913333333333334
41,华尔街：金钱永不眠,奥利佛·斯通,"['迈克尔·道格拉斯', '希亚·拉博夫', '乔什·布洛林', '凯瑞·穆里根', '弗兰克·兰格拉']",6.5,['2010'],"['剧情', '犯罪']",133,44154,英语, 美国,57.51333333333333
42,只有你,宋一坤,"['苏志燮', '韩孝周', '赵成夏', '姜信日', '朴哲民']",7.7,['2011'],"['剧情', '爱情']",108,45132,韩语, 韩国,65.38000000000001
43,此房是我造,拉斯·冯·提尔,"['马特·狄龙', '布鲁诺·甘茨', '乌玛·瑟曼', '希芳·法隆', '苏菲·格拉宝']",7.3,['2018'],"['喜剧', '惊悚', '犯罪']",152,44944,英语, 丹麦,53.20666666666667
44,女性瘾者：第二部,拉斯·冯·提尔,"['夏洛特·甘斯布', '斯特兰·斯卡斯加德', '斯塔西·马汀', '希亚·拉博夫', '杰米·贝尔']",7.8,['2013'],"['剧情', '情色']",123,46343,英语, 丹麦,59.836666666666666
0,克洛伊,阿托姆·伊戈扬,"['朱丽安·摩尔', '连姆·尼森', '阿曼达·塞弗里德', '麦克斯·泰瑞奥', '罗伯特·H·托马斯']",7.4,['2009'],"['剧情', '爱情', '悬疑', '同性']",96,46396,英语, 美国,68.45666666666666
1,辛亥革命,张黎,"['赵文瑄', '成龙', '李冰冰', '胡歌', '孙淳']",6.4,['2011'],"['剧情', '历史', '战争']",121,36449,汉语普通话, 中国大陆,53.796666666666674
2,新扎师妹2,马伟豪,"['杨千嬅', '吴彦祖', '林雪', '黄浩然', '张英才']",6.6,['2003'],['喜剧'],100,35089,粤语, 中国香港,55.56333333333333
3,一路惊喜,金依萌,"['郭采洁', '萧敬腾', '赵丽颖', '凤小岳', '夏雨']",5.1,['2015'],"['喜剧', '爱情', '家庭']",120,31731,汉语普通话, 中国大陆,67.39333333333333
4,环游地球八十天,弗兰克·克拉斯,"['成龙 Jackie Chan', '史蒂夫·库根', '塞西尔·德·弗朗斯', '罗伯特·法伊夫', '吉姆·布劳德本特']",6.0,['2004'],"['喜剧', '动作', '冒险']",120,33455,英语, 美国,68.76666666666667
5,睡美人,Clyde Geronimi,"['Mary Costa', 'Bill Shirley', 'Eleanor Audley', '薇娜·费尔顿', '芭芭拉·卢迪']",8.1,['1959'],"['爱情', '动画', '歌舞', '家庭', '奇幻']",75,28371,英语, 美国,45.583333333333336
6,不可饶恕,克林特·伊斯特伍德,"['克林特·伊斯特伍德', '吉恩·哈克曼', '摩根·弗里曼', '理查德·哈里斯', '杰姆·沃尔福特']",8.4,['1992'],"['剧情', '西部']",131,44773,英语, 美国,36.126666666666665
7,那年夏天，宁静的海,北野武,"['真木藏人', '大岛弘子', '渡边哲', '藤原稔三', '寺岛进']",8.4,['1991'],['爱情'],101,42963,日语, 日本,48.906666666666666
8,风云2,彭顺,"['郭富城', '郑伊健', '蔡卓妍', '唐嫣', '谢霆锋']",4.9,['2009'],"['动作', '奇幻', '冒险']",110,33594,粤语, 中国香港,55.75333333333333
9,我的最爱,叶念琛,"['邓丽欣', '方力申', '曾恺玹', '胡清蓝', '唐宁']",7.6,['2008'],['爱情'],101,42421,粤语, 中国香港,73.02333333333334
10,文雀,杜琪峰,"['任达华', '林熙蕾', '林家栋', '卢海鹏', '罗永昌']",6.7,['2008'],"['剧情', '爱情']",87,40944,粤语, 中国香港,60.27333333333333
11,孙子从美国来,曲江涛,"['罗京民', '丁佳明', '刘天佐']",8.4,['2012'],"['剧情', '家庭', '儿童']",89,43459,陕西话, 中国大陆,48.63666666666666
12,局内人,禹民镐,"['李秉宪', '曹承佑', '白润植', '李璟荣', '赵在允']",7.8,['2015'],"['剧情', '犯罪']",130,44780,韩语, 韩国,59.99000000000001
13,攻壳机动队2：无罪,押井守,"['田中敦子', '大塚明夫', '山寺宏一', '大木民夫', '仲野裕']",9.1,['2004'],"['剧情', '科幻', '动画']",100,46430,日语, 日本,40.88333333333333
14,007之黄金眼,马丁·坎贝尔,"['皮尔斯·布鲁斯南', '肖恩·宾', '伊莎贝拉·斯科鲁普科', '法米克·詹森', '乔·唐·巴克']",7.5,['1995'],"['动作', '惊悚', '冒险']",130,34391,英语, 英国,54.43000000000001
15,福音战士新剧场版：序,庵野秀明,"['绪方惠美', '林原惠美', '三石琴乃', '山口由里子', '石田彰']",9.1,['2007'],"['剧情', '科幻', '动画']",98,43072,日语, 日本,36.81
16,我杀了我妈妈,泽维尔·多兰,"['泽维尔·多兰', '安娜·多尔瓦尔', '弗朗索瓦·阿诺德', '苏珊娜·克莱蒙', '帕翠西卡·图拉斯内']",8.3,['2009'],"['剧情', '家庭', '传记']",96,46718,法语, 加拿大,41.296666666666674
17,托斯卡纳艳阳下,奥黛丽·威尔斯,"['戴安·琳恩', '吴珊卓', '琳赛·邓肯', '雷欧·波瓦', '文森特·里奥特']",8.1,['2003'],"['剧情', '喜剧', '爱情']",113,45724,英语, 美国,70.06333333333333
18,空中大灌篮,乔·皮特卡,"['迈克尔·乔丹', '韦恩·奈特', '特里萨·兰德尔', 'Manner Washington', 'Eric Gordon']",7.0,['1996'],"['喜剧', '动画', '运动']",88,32542,英语, 美国,41.413333333333334
19,美丽密令,王晶,"['蔡卓妍', '吴君如', '陆毅', '谢娜', '樊少皇']",5.4,['2010'],['喜剧'],98,42253,粤语, 中国香港,52.75
0,电话谋杀案,阿尔弗雷德·希区柯克,"['雷·米兰德', '格蕾丝·凯利', '罗伯特·卡明斯', '约翰·威廉姆斯', '安东尼·道森']",8.7,['1954'],"['悬疑', '惊悚', '犯罪']",105,44230,英语, 美国,45.51666666666667
1,地球停转之日,斯科特·德瑞克森,"['基努·里维斯', '詹妮弗·康纳利', '贾登·史密斯', '约翰·克立斯', '凯西·贝茨']",5.7,['2008'],"['剧情', '科幻', '灾难']",104,38776,英语, 美国,72.75666666666666
2,极限特工2,李·塔玛霍瑞,"['艾斯·库珀', '塞缪尔·杰克逊', '威廉·达福', '斯科特·斯比德曼', '彼得·斯特劳斯']",6.6,['2005'],"['动作', '惊悚', '犯罪', '冒险']",101,29649,英语, 美国,38.95666666666667
3,我的邻居山田君,高畑勋,"['朝丘雪路', '益冈彻', '荒木雅子', '五十畑迅人', '矢野显子']",8.8,['1999'],"['喜剧', '动画', '家庭']",104,42704,日语, 日本,46.19
4,熊出没·变形记,丁亮,"['张伟', '张秉君', '谭笑']",6.8,['2018'],"['喜剧', '动画', '冒险']",89,11869,汉语普通话, 中国大陆,45.04
5,新世纪福音战士剧场版：Air/真心为你,庵野秀明,"['绪方惠美', '林原惠美', '三石琴乃', '宫村优子', '山口由里子']",9.4,['1997'],"['剧情', '科幻', '动画']",87,41175,日语, 日本,39.083333333333336
6,福尔摩斯先生,比尔·康顿,"['伊恩·麦克莱恩', '劳拉·琳妮', '真田广之', '米洛·帕克', '哈蒂·莫拉汉']",7.8,['2015'],"['剧情', '悬疑', '犯罪']",104,41022,英语, 英国,56.27
7,小屁孩日记,托尔·弗罗伊登塔尔,"['扎克瑞·戈登', '科洛·莫瑞兹', '罗伯特·卡普荣', '戴文·博斯蒂克', '斯蒂夫·扎恩']",7.1,['2010'],"['喜剧', '家庭']",94,38656,英语, 美国,73.77999999999999
8,美国黑帮,雷德利·斯科特,"['丹泽尔·华盛顿', '罗素·克劳', '切瓦特·埃加福', '乔什·布洛林', '里玛莉·娜妲']",7.9,['2007'],"['剧情', '犯罪']",157,38729,英语, 美国,56.18
9,超能失控,乔什·特兰克,"['戴恩·德哈恩', '亚历克斯·罗素', '迈克尔·B·乔丹', '迈克尔·凯利', '阿什丽·欣肖']",6.9,['2012'],"['剧情', '动作', '科幻', '惊悚']",84,40751,英语, 英国,64.82000000000001
10,恋人絮语,曾国祥,"['陈奕迅', '范晓萱', '林嘉欣', '谢安琪', '彭于晏']",6.0,['2010'],"['剧情', '爱情']",118,39117,粤语, 中国香港,59.52
11,背水一战,金知云,"['阿诺·施瓦辛格', '罗德里戈·桑托罗', '杰米·亚历山大', '福里斯特·惠特克', '丹尼尔·海尼']",6.9,['2013'],"['喜剧', '动作', '犯罪']",107,35241,英语, 美国,67.16333333333334
12,抗癌的我,乔纳森·莱文,"['约瑟夫·高登-莱维特', '塞斯·罗根', '安娜·肯德里克', '布莱丝·达拉斯·霍华德', '安杰丽卡·休斯顿']",7.7,['2011'],"['剧情', '喜剧']",100,44316,英语, 美国,66.04666666666667
13,玩命直播,亨利·朱斯特,"['艾玛·罗伯茨', '戴夫·弗兰科', '艾米丽·梅德', '迈尔斯·赫尔泽', '朱丽叶特·刘易斯']",6.5,['2016'],"['动作', '惊悚', '冒险']",96,38013,英语, 美国,64.75666666666666
14,我不是王毛,赵小溪,"['王大治', '郭金杰', '葛晓凤', '苏丽', '罗京民']",7.9,['2014'],"['喜剧', '战争']",94,42226,汉语普通话, 中国大陆,60.336666666666666
15,地雷区,马丁·赞里维特,"['罗兰·默勒', '米克尔·福尔斯加德', '路易斯·霍夫曼', '乔尔·巴斯曼', '埃米尔·贝尔顿']",8.6,['2015'],"['剧情', '历史', '战争']",100,44854,丹麦语, 丹麦,53.836666666666666
16,蜂蜜与四叶草,高田雅博,"['樱井翔', '伊势谷友介', '苍井优', '加濑亮', '关惠美']",7.4,['2006'],['爱情'],117,38260,日语, 日本,55.906666666666666
17,神战：权力之眼,亚历克斯·普罗亚斯,"['尼古拉·科斯特-瓦尔道', '布伦顿·思韦茨', '杰拉德·巴特勒', '查德维克·博斯曼', '艾洛蒂·袁']",6.5,['2016'],"['动作', '奇幻', '冒险']",127,38258,英语, 美国,58.0
18,与君相恋100次,月川翔,"['miwa', '坂口健太郎', '龙星凉', '真野惠里菜', '泉泽祐希']",6.2,['2017'],['爱情'],117,35246,日语, 日本,60.84666666666667
19,国际市场,尹齐均,"['黄政民', '金允珍', '吴达洙', '张荣男', '郑镇荣']",8.4,['2014'],"['剧情', '家庭']",126,44730,韩语, 韩国,54.99666666666667
20,龙珠超：布罗利,长峰达也,"['野泽雅子', '堀川亮', '久川绫', '古川登志夫', '草尾毅']",7.3,['2018'],"['动作', '动画', '奇幻', '冒险']",100,38290,日语, 日本,59.71333333333333
21,千杯不醉,尔冬升,"['杨千嬅', '吴彦祖', '方中信', '胡静', '钱嘉乐']",6.3,['2005'],"['喜剧', '爱情']",110,33655,汉语普通话, 中国大陆,54.093333333333334
22,泰山归来：险战丛林,大卫·叶茨,"['亚历山大·斯卡斯加德', '玛格特·罗比', '塞缪尔·杰克逊', '克里斯托弗·沃尔兹', '杰曼·翰苏']",6.1,['2016'],"['动作', '冒险']",110,35745,英语, 美国,50.89666666666667
23,每当变幻时,罗永昌,"['杨千嬅', '陈奕迅', '黄渤', '冯淬帆', '张睿羚']",7.9,['2007'],"['剧情', '喜剧', '爱情']",97,40300,粤语, 中国大陆,47.916666666666664
24,彩虹女神,熊泽尚人,"['市原隼人', '上野树里', '苍井优', '酒井若菜', '铃木亚美']",7.7,['2006'],"['剧情', '爱情']",118,37550,日语, 日本,58.126666666666665
25,江湖,黄精甫,"['刘德华', '张学友', '陈冠希', '余文乐', '林苑']",7.1,['2004'],"['剧情', '动作', '犯罪']",85,34846,粤语, 中国香港,57.529999999999994
26,巨额来电,彭顺,"['陈学冬', '张孝全', '桂纶镁', '蒋梦婕', '姜超']",5.7,['2017'],"['剧情', '犯罪']",123,27894,汉语普通话, 中国大陆,69.16
27,波拉特,拉里·查尔斯,"['萨莎·拜伦·科恩', '肯·戴维蒂安', '路奈尔·坎贝尔', '帕米拉·安德森', '简·帕雷特']",7.4,['2006'],['喜剧'],84,40171,英语, 美国,48.55333333333334
28,父子雄兵,袁卫东,"['大鹏', '范伟', '张天爱', '乔杉', '邬君梅']",4.7,['2017'],['喜剧'],105,30282,汉语普通话, 中国大陆,51.63666666666666
29,电梯里的恶魔,约翰·埃里克·道达尔,"['克里斯·梅西纳', '罗根·马歇尔-格林', '珍妮·奥哈拉', '博亚娜·诺瓦科维奇', '博基姆·伍德拜因']",6.4,['2010'],"['悬疑', '惊悚', '恐怖']",80,40190,英语, 美国,57.76
30,绿茶,张元,"['赵薇', '姜文', '王海珍', '方力均', '张元']",6.2,['2003'],"['剧情', '爱情']",83,32153,汉语普通话, 中国大陆,56.42666666666667
31,自杀专卖店,帕特里斯·勒孔特,"['贝纳德·阿兰尔', 'Isabelle Spade', 'Isabelle Giami', 'Laurent Gendron', 'Kacey Mottet Klein']",7.1,['2012'],"['喜剧', '动画', '歌舞']",79,40032,法语, 法国,58.98333333333333
32,300勇士：帝国崛起,诺姆·穆罗,"['沙利文·斯特普尔顿', '罗德里戈·桑托罗', '伊娃·格林', '琳娜·海蒂', '安德鲁·蒂曼']",6.2,['2014'],"['剧情', '动作', '历史', '战争']",102,32824,英语, 美国,62.876666666666665
33,战国,金琛,"['孙红雷', '景甜', '金喜善', '吴镇宇', '中井贵一']",3.9,['2011'],"['剧情', '动作', '爱情', '悬疑', '战争', '古装']",126,36137,汉语普通话, 中国大陆,71.87666666666667
34,唐璜,约瑟夫·高登-莱维特,"['约瑟夫·高登-莱维特', '斯嘉丽·约翰逊', '朱丽安·摩尔', '托尼·丹扎', '格伦妮·海德利']",6.3,['2013'],"['剧情', '喜剧', '爱情']",90,42164,英语, 美国,52.21666666666666
35,喜羊羊与灰太狼之牛气冲天,赵崇邦,"['阿牛', '林峯', '徐子珊']",6.4,['2009'],"['喜剧', '动画', '儿童']",90,23951,汉语普通话, 中国大陆,65.21666666666667
36,决战食神,叶伟民,"['葛优', '谢霆锋', '唐嫣', '郑容和', '白冰']",4.6,['2017'],"['剧情', '动作']",98,29647,汉语普通话, 中国大陆,42.516666666666666
37,一条狗的回家路,查尔斯·马丁·史密斯,"['艾什莉·贾德', '乔纳·豪尔-金', '狗狗谢尔比', '亚历山德拉·希普', '韦斯·斯塔迪']",6.9,['2019'],"['剧情', '冒险']",96,27681,英语, 美国,55.48666666666667
0,一个好爸爸,张艾嘉,"['古天乐', '刘若英', '苗可秀', '刘一含', '莫少聪']",7.1,['2008'],"['剧情', '家庭']",115,33652,粤语, 中国香港,68.06333333333333
1,惊声尖叫,韦斯·克雷文,"['内芙·坎贝尔', '斯基特·乌尔里奇', '柯特妮·考克斯', '大卫·阿奎特', '德鲁·巴里摩尔']",7.1,['1996'],"['悬疑', '恐怖', '犯罪']",111,34978,英语, 美国,61.873333333333335
2,坏蛋必须死,孙皓,"['陈柏霖', '孙艺珍', '乔振宇', '申贤俊', '张光']",6.0,['2015'],"['喜剧', '动作', '悬疑', '犯罪']",104,33734,韩语, 中国大陆,71.24333333333333
3,人皮客栈,伊莱·罗斯,"['杰伊·埃尔南德斯', '德里克·理查德森', 'Eythor Gudjonsson', '芭芭拉·尼德尔加科娃', 'Jan Vlasák']",6.7,['2005'],['恐怖'],94,37887,英语, 美国,63.23333333333333
4,盲证,安相勋,"['金荷娜', '俞承豪', '曹熙奉', '梁英祖', '谢姬']",7.5,['2011'],"['剧情', '悬疑', '犯罪']",111,39338,韩语, 韩国,54.78
5,星际探索,詹姆斯·格雷,"['布拉德·皮特', '汤米·李·琼斯', '鲁丝·内伽', '唐纳德·萨瑟兰', '金伯莉·伊丽丝']",7.0,['2019'],"['科幻', '冒险']",124,45289,英语, 美国,51.38333333333333
6,和你在一起,陈凯歌,"['唐韵', '刘佩琦', '陈红', '王志文', '陈凯歌']",7.8,['2002'],"['剧情', '音乐']",116,36227,汉语普通话, 中国大陆,45.18000000000001
7,钢铁苍穹,提莫·沃伦索拉,"['戈兹·奥托', '茱莉亚·迭泽', '克里斯托弗·卡比', '斯黛芬妮·保罗', '蒂洛·普吕克讷']",6.6,['2012'],"['喜剧', '动作', '科幻']",93,41481,英语, 芬兰,62.23333333333333
8,2008年第29届北京奥运会开幕式,张艺谋,"['蒂姆·达格特', 'Elfi Schlegel', 'Al Trautwig']",9.0,['2008'],"['运动', '真人秀']",245,31525,汉语普通话, 中国大陆,53.51333333333333
9,胜者为王,刘伟强,"['郑伊健', '陈小春', '舒淇', '黎姿', '千叶真一']",7.3,['2000'],"['惊悚', '犯罪']",118,33039,粤语, 中国香港,53.26333333333333
10,忠奸人,迈克·内威尔,"['阿尔·帕西诺', '约翰尼·德普', '迈克尔·马德森', '布鲁诺·柯比', '詹姆斯·拉索']",8.1,['1997'],"['剧情', '惊悚', '犯罪']",127,37386,英语, 美国,61.20000000000001
11,黑侠,李仁港,"['李连杰', '刘青云', '莫文蔚', '叶芳华', '黄秋生']",6.8,['1996'],"['喜剧', '动作', '科幻', '惊悚', '犯罪', '冒险']",96,26929,粤语, 中国香港,49.416666666666664
12,西风烈,高群书,"['段奕宏', '倪大红', '吴京', '张立', '吴镇宇']",6.0,['2010'],"['剧情', '动作', '犯罪', '西部']",118,35417,汉语普通话, 中国大陆,49.416666666666664
13,婚姻故事,诺亚·鲍姆巴赫,"['斯嘉丽·约翰逊', '亚当·德赖弗', '梅里特·韦弗', '劳拉·邓恩', '雷·利奥塔']",8.8,['2019'],"['剧情', '喜剧', '爱情']",136,45290,英语, 美国,70.90333333333332
14,男孩别哭,金伯莉·皮尔斯,"['希拉里·斯万克', '科洛·塞维尼', '彼得·萨斯加德', '布兰登·萨克斯顿', '艾丽西亚·格兰逊']",8.1,['1999'],"['剧情', '爱情', '同性', '犯罪']",118,36349,英语, 美国,61.18333333333334
15,如月疑云,佐藤祐市,"['小栗旬', '中山裕介', '小出惠介', '塚地武雅', '香川照之']",8.1,['2007'],"['喜剧', '悬疑']",108,42146,日语, 日本,58.589999999999996
16,死在西部的一百万种方式,塞思·麦克法兰,"['塞思·麦克法兰', '查理兹·塞隆', '阿曼达·塞弗里德', '连姆·尼森', '吉奥瓦尼·瑞比西']",6.8,['2014'],"['喜剧', '西部']",116,40719,英语, 美国,42.19
17,五亿探长雷洛传1：雷老虎,刘国昌,"['刘德华', '张敏', '邱淑贞', '吴孟达', '陈惠敏']",7.7,['1991'],"['剧情', '动作', '爱情', '犯罪']",127,34302,粤语, 中国香港,58.346666666666664
18,热血青春,李延宇,"['朴宝英', '李钟硕', '金英光', '李世荣', '权海骁']",7.0,['2014'],"['喜剧', '爱情']",121,38931,韩语, 韩国,61.52
19,触不可及(美版),尼尔·博格,"['凯文·哈特', '布莱恩·科兰斯顿', '妮可·基德曼', '阿雅·娜奥米·金', '贾西·迪阿洛·温斯顿']",7.7,['2017'],"['剧情', '喜剧']",126,34022,英语, 美国,49.26333333333333
20,时光尽头的恋人,李·托兰·克里格,"['布蕾克·莱弗利', '米契尔·哈思曼', '哈里森·福特', '艾伦·伯斯汀', '凯西·贝克']",6.5,['2015'],"['剧情', '爱情', '奇幻']",112,42176,英语, 美国,70.77999999999999
21,李雷和韩梅梅,杨永春,"['张子枫', '张逸杰', '成梓宁', '李砚', '常铖']",3.7,['2017'],"['剧情', '喜剧', '爱情']",90,26049,汉语普通话, 中国大陆,71.09
22,微不足道,让-巴普蒂斯特·安德烈,"['西蒙·佩吉', '大卫·休默', '娜塔莎·麦克艾霍恩', '爱丽丝·伊芙', '乔·鲍里托']",8.2,['2006'],"['喜剧', '惊悚', '犯罪']",86,42138,英语, 英国,63.75333333333333
23,第七封印,英格玛·伯格曼,"['古纳尔·布约恩施特兰德', '本特·埃切罗特', '尼尔斯·波普', '马克斯·冯·叙多夫', '毕比·安德松']",8.4,['1957'],"['剧情', '奇幻']",96,34160,瑞典语, 瑞典,50.0
24,梦想合伙人,张太维,"['姚晨', '唐嫣', '郝蕾', '郭富城', '李晨']",4.0,['2016'],"['剧情', '爱情']",101,28616,汉语普通话, 中国大陆,67.03
25,家园防线,加里·弗莱德,"['杰森·斯坦森', '詹姆斯·弗兰科', '伊扎贝拉·维多维奇', '凯特·波茨沃斯', '马库斯 · 赫斯特']",6.3,['2013'],"['动作', '惊悚', '犯罪']",92,33076,英语, 美国,50.09666666666667
26,女孩梦三十,盖瑞·温尼克,"['詹妮弗·加纳', '马克·鲁弗洛', '朱迪·格雷尔', '安迪·瑟金斯', '凯西·贝克']",7.0,['2004'],"['喜剧', '爱情', '奇幻']",98,35345,英语, 美国,65.01
27,鼠来宝：明星俱乐部,贝蒂·托马斯,"['贾斯汀·朗', '安娜·法瑞丝', '马修·格雷·古柏勒', '克里斯蒂娜·艾伯盖特', '杰森·李']",7.0,['2009'],"['喜剧', '动画', '音乐', '家庭', '奇幻']",88,22985,英语, 美国,58.583333333333336
28,独家新闻,伍迪·艾伦,"['斯嘉丽·约翰逊', '休·杰克曼', '伍迪·艾伦', '伊恩·麦柯肖恩', '萝玛拉·嘉瑞']",7.2,['2006'],"['喜剧', '爱情', '悬疑', '奇幻']",96,38471,英语, 英国,61.199999999999996
29,洛奇,约翰·G·艾维尔森,"['西尔维斯特·史泰龙', '塔莉娅·夏尔', '波特·杨', '卡尔·韦瑟斯', '布吉斯·梅迪斯']",8.6,['1976'],"['剧情', '爱情', '运动']",120,35649,英语, 美国,60.583333333333336
30,副作用,史蒂文·索德伯格,"['裘德·洛', '鲁妮·玛拉', '查宁·塔图姆', '凯瑟琳·泽塔-琼斯', '凡妮莎·肖']",7.4,['2013'],"['剧情', '惊悚', '犯罪']",106,41047,英语, 美国,55.38333333333333
31,第六日,罗杰·斯波蒂斯伍德,"['阿诺·施瓦辛格', '迈克尔·拉帕波特', '托尼·戈德温', '迈克尔·鲁克', '莎拉·温特']",6.9,['2000'],"['动作', '科幻', '惊悚']",123,30274,英语, 美国,60.74
32,海上花,侯孝贤,"['梁朝伟', '羽田美智子', '刘嘉玲', '李嘉欣', '高捷']",8.2,['1998'],['剧情'],130,37684,上海话, 中国台湾,56.080000000000005
33,意外的幸运签,原惠一,"['富泽风斗', '宫崎葵', '南明奈', '村上昌爵', '入江甚仪']",8.2,['2010'],"['剧情', '动画', '奇幻']",127,38932,日语, 日本,60.573333333333345
34,后裔,亚历山大·佩恩,"['乔治·克鲁尼', '谢琳·伍德蕾', '阿玛拉·米勒', '尼克·克劳斯', '帕特丽夏·哈斯蒂']",7.5,['2011'],"['剧情', '喜剧', '家庭']",115,40009,英语, 美国,74.21666666666667
